,Speaker Party,Phrase,tf_idf
0,Schweizerische Volkspartei (SVP),"('million', 'frank')",123.50589794026659
1,Schweizerische Volkspartei (SVP),"('bitt', 'antrag')",70.97088256418623
2,Schweizerische Volkspartei (SVP),"('parlamentar', 'initiativ')",65.15109301863484
3,Schweizerische Volkspartei (SVP),"('arme', 'xxi')",61.90392084062235
4,Schweizerische Volkspartei (SVP),"('bund', 'kanton')",59.571414380301405
5,Schweizerische Volkspartei (SVP),"('pro', 'helvetia')",56.575439824399005
6,Schweizerische Volkspartei (SVP),"('kanton', 'zurich')",50.142175880904105
7,Schweizerische Volkspartei (SVP),"('aussenpolit', 'kommission')",44.071823629308454
8,Schweizerische Volkspartei (SVP),"('offent', 'verkehr')",43.69570342035308
9,Schweizerische Volkspartei (SVP),"('kommission', 'rechtsfrag')",40.782656525662865
10,Schweizerische Volkspartei (SVP),"('nam', 'kommission')",40.131480691152326
11,Schweizerische Volkspartei (SVP),"('ausdruck', 'gebracht')",37.761391712779634
12,Schweizerische Volkspartei (SVP),"('pensionskass', 'bund')",37.26494635607002
13,Schweizerische Volkspartei (SVP),"('mind', 'ii')",37.25572555438372
14,Schweizerische Volkspartei (SVP),"('mehrheit', 'kommission')",36.58484454123341
15,Schweizerische Volkspartei (SVP),"('direkt', 'bundessteu')",34.666195670748515
16,Schweizerische Volkspartei (SVP),"('mind', 'kommission')",34.02035508227319
17,Schweizerische Volkspartei (SVP),"('kommission', 'stimm')",31.5709996287174
18,Schweizerische Volkspartei (SVP),"('st', 'gall')",30.95196042031117
19,Schweizerische Volkspartei (SVP),"('steu', 'abgab')",30.576366240877967
20,Schweizerische Volkspartei (SVP),"('betrag', 'million')",30.332921211904956
21,Schweizerische Volkspartei (SVP),"('kanton', 'gemeind')",29.785707190150703
22,Schweizerische Volkspartei (SVP),"('verfug', 'stehend')",29.62085479585053
23,Schweizerische Volkspartei (SVP),"('bitt', 'nam')",28.860069091424016
24,Schweizerische Volkspartei (SVP),"('leutenegg', 'oberholz')",28.608025864638826
25,Schweizerische Volkspartei (SVP),"('frag', 'beantwort')",27.83483597640534
