,Phrase,Counts,Freq,N,tf_idf
2448,"('herr', 'lombardi')",57,5,15,62.62090045408226
2455,"('herr', 'rechstein')",57,5,15,62.62090045408226
2472,"('letzt', 'bemerk')",57,5,15,62.62090045408226
2490,"('wurd', 'recht')",57,5,15,62.62090045408226
1367,"('kraft', 'setz')",82,7,15,62.495484267845534
1370,"('war', 'wahrschein')",82,7,15,62.495484267845534
1371,"('nach', 'generation')",82,7,15,62.495484267845534
1374,"('bundesrat', 'geht')",82,7,15,62.495484267845534
1375,"('gesagt', 'hatt')",82,7,15,62.495484267845534
1378,"('gibt', 'mind')",82,7,15,62.495484267845534
1380,"('mocht', 'zuerst')",82,7,15,62.495484267845534
1383,"('votum', 'kolleg')",82,7,15,62.495484267845534
1389,"('meinung', 'kommission')",82,7,15,62.495484267845534
1393,"('ja', 'selb')",82,7,15,62.495484267845534
1395,"('geht', 'bundesrat')",82,7,15,62.495484267845534
1396,"('auslandschweizerinn', 'auslandschweiz')",82,7,15,62.495484267845534
309,"('absatz', 'bundesverfass')",201,11,15,62.34114058907173
710,"('motion', 'unterstutz')",122,9,15,62.320726099450866
711,"('motion', 'wurd')",122,9,15,62.320726099450866
1816,"('bundesbeschluss', 'genehm')",68,6,15,62.30776976744255
1829,"('bundesrat', 'halt')",68,6,15,62.30776976744255
1832,"('rucksicht', 'nehm')",68,6,15,62.30776976744255
