,Speaker Party,Phrase,Counts,Freq,N,tf_idf
0,FDP.Die Liberalen (FDP-Liberale),"('fdpliberal', 'fraktion')",695.0,9,15,355.02380851736353
1,Sozialdemokratische Partei der Schweiz (SP),"('nam', 'spfraktion')",100.0,1,15,270.805020110221
2,Schweizerische Volkspartei (SVP),"('nam', 'svpfraktion')",132.0,2,15,265.96719871157893
3,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'standerat')",232.0,5,15,254.87805097100147
4,Schweizerische Volkspartei (SVP),"('milliard', 'frank')",979.0,12,15,218.45753673661136
5,Sozialdemokratische Partei der Schweiz (SP),"('spfraktion', 'unterstutzt')",80.0,1,15,216.6440160881768
6,FDP.Die Liberalen (FDP-Liberale),"('herr', 'nationalrat')",222.0,6,15,203.41654247606243
9,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herr', 'standerat')",181.0,5,15,198.84882424892788
10,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'nationalrat')",180.0,6,15,164.9323317373479
11,Christlichdemokratische Volkspartei der Schweiz (CVP),"('milliard', 'frank')",726.0,12,15,162.0022182541163
12,Christlichdemokratische Volkspartei der Schweiz (CVP),"('artikel', 'absatz')",1096.0,13,15,156.8385246301779
13,Sozialdemokratische Partei der Schweiz (SP),"('vorlauf', 'aufgenomm')",249.0,8,15,156.52355619617114
14,Schweizerische Volkspartei (SVP),"('herr', 'bundesrat')",378.0,10,15,153.26581086488613
15,Schweizerische Volkspartei (SVP),"('nach', 'jahr')",370.0,10,15,150.02209000002082
16,FDP.Die Liberalen (FDP-Liberale),"('artikel', 'absatz')",1010.0,13,15,144.53185207707998
17,Sozialdemokratische Partei der Schweiz (SP),"('milliard', 'frank')",629.0,12,15,140.35729377663793
18,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'bundesrat')",333.0,10,15,135.01988100001873
20,Christlichdemokratische Volkspartei der Schweiz (CVP),"('herr', 'nationalrat')",141.0,6,15,129.19699319425587
21,FDP.Die Liberalen (FDP-Liberale),"('nam', 'fdpliberal')",79.0,3,15,127.14559508229392
22,Christlichdemokratische Volkspartei der Schweiz (CVP),"('cvpfraktion', 'unterstutzt')",138.0,6,15,126.4481209986334
23,Schweizerische Volkspartei (SVP),"('imm', 'mehr')",247.0,9,15,126.1739290701997
24,Christlichdemokratische Volkspartei der Schweiz (CVP),"('million', 'frank')",1806.0,14,15,124.60112590543427
25,Sozialdemokratische Partei der Schweiz (SP),"('artikel', 'absatz')",870.0,13,15,124.49773396738573
26,Schweizerische Volkspartei (SVP),"('million', 'frank')",1785.0,14,15,123.15227560420828
27,Schweizerische Volkspartei (SVP),"('herr', 'kolleg')",386.0,11,15,119.71980232528203
29,Schweizerische Volkspartei (SVP),"('svpfraktion', 'unterstutzt')",43.0,1,15,116.44615864739504
30,FDP.Die Liberalen (FDP-Liberale),"('milliard', 'frank')",519.0,12,15,115.81150313207486
31,Schweizerische Volkspartei (SVP),"('artikel', 'absatz')",796.0,13,15,113.9082715379759
32,Schweizerische Volkspartei (SVP),"('letzt', 'jahr')",496.0,12,15,110.67920145184804
33,FDP.Die Liberalen (FDP-Liberale),"('herr', 'standerat')",100.0,5,15,109.86122886681098
34,Sozialdemokratische Partei der Schweiz (SP),"('letzt', 'jahr')",482.0,12,15,107.5551917334491
36,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nam', 'cvpfraktion')",109.0,6,15,99.8756897742829
37,Schweizerische Volkspartei (SVP),"('frau', 'fetz')",75.0,4,15,99.13168799867397
38,Christlichdemokratische Volkspartei der Schweiz (CVP),"('nationalrat', 'folg')",107.0,6,15,98.04310831053459
39,Christlichdemokratische Volkspartei der Schweiz (CVP),"('servic', 'public')",241.0,10,15,97.71709105406762
40,FDP.Die Liberalen (FDP-Liberale),"('motion', 'abzulehn')",155.0,8,15,97.43434221046799
41,Sozialdemokratische Partei der Schweiz (SP),"('bundesrat', 'meinung')",155.0,8,15,97.43434221046799
42,Sozialdemokratische Partei der Schweiz (SP),"('motion', 'abzulehn')",154.0,8,15,96.8057335510456
43,Schweizerische Volkspartei (SVP),"('frau', 'kollegin')",189.0,9,15,96.54604289177225
44,FDP.Die Liberalen (FDP-Liberale),"('de', 'la')",152.0,8,15,95.54851623220087
45,FDP.Die Liberalen (FDP-Liberale),"('million', 'frank')",1375.0,14,15,94.8651982945582
46,Schweizerische Volkspartei (SVP),"('automat', 'informationsaustausch')",147.0,8,15,92.405472935089
47,Sozialdemokratische Partei der Schweiz (SP),"('million', 'frank')",1322.0,14,15,91.20857610574978
48,Christlichdemokratische Volkspartei der Schweiz (CVP),"('motion', 'abzulehn')",144.0,8,15,90.51964695682187
49,Sozialdemokratische Partei der Schweiz (SP),"('einfach', 'sag')",136.0,8,15,85.49077768144288
50,Sozialdemokratische Partei der Schweiz (SP),"('z', 'b')",376.0,12,15,83.90197529414287
51,Sozialdemokratische Partei der Schweiz (SP),"('vorlauf', 'aufnahm')",109.0,7,15,83.07326567311175
52,Sozialdemokratische Partei der Schweiz (SP),"('heut', 'schon')",161.0,9,15,82.2429254263245
53,Christlichdemokratische Volkspartei der Schweiz (CVP),"('unterstutzt', 'cvpfraktion')",61.0,4,15,80.62710623892148
54,Christlichdemokratische Volkspartei der Schweiz (CVP),"('letzt', 'jahr')",357.0,12,15,79.66224781917289
55,Sozialdemokratische Partei der Schweiz (SP),"('gesetz', 'grundlag')",195.0,10,15,79.06569608109206
56,FDP.Die Liberalen (FDP-Liberale),"('nationalrat', 'folg')",86.0,6,15,78.80100294117734
57,FDP.Die Liberalen (FDP-Liberale),"('conseil', 'fédéral')",86.0,6,15,78.80100294117734
58,Schweizerische Volkspartei (SVP),"('aeschi', 'thomas')",124.0,8,15,77.9474737683744
59,Sozialdemokratische Partei der Schweiz (SP),"('herr', 'kolleg')",251.0,11,15,77.8488870042637
60,Schweizerische Volkspartei (SVP),"('motion', 'abzulehn')",123.0,8,15,77.31886510895201
